PUBCHEM_COMPOUND_CID,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_IUPAC_NAME,PUBCHEM_XLOGP3_AA,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_SMILES,PUBCHEM_CACTVS_TPSA,PUBCHEM_TOTAL_CHARGE,PUBCHEM_HEAVY_ATOM_COUNT,Description
92,501.0,5,2,4,3-ethenyl-6-[hydroxy-(6-methoxyquinolin-4-yl)methyl]-1-azabicyclo[2.2.2]octan-3-ol,,C20H24N2O3,340.4,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4(C=C)O)O,65.8,0,25,
93,183.0,5,2,5,3-oxohexanedioic acid,-0.9,C6H8O5,160.12,C(CC(=O)O)C(=O)CC(=O)O,91.7,0,11,3-oxoadipic acid is an oxo dicarboxylic acid consisting of adipic acid having a single oxo group at the 3-position. It has a role as a bacterial xenobiotic metabolite and a human metabolite. It is an oxo dicarboxylic acid and a dicarboxylic fatty acid. It is functionally related to an adipic acid. It is a conjugate acid of a 3-oxoadipate(2-).
94,1630.0,25,10,25,"6-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-4,6-dioxohexanoic acid",-6.4,C27H42N7O20P3S,909.6,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCC(=O)O)O,443.0,0,58,
95,201.0,7,5,5,"2,4,5,6-tetrahydroxy-3-oxohexanoic acid",-2.8,C6H10O7,194.14,C(C(C(C(=O)C(C(=O)O)O)O)O)O,135.0,0,13,
96,95.1,3,1,2,3-oxobutanoic acid,-0.4,C4H6O3,102.09,CC(=O)CC(=O)O,54.4,0,7,Acetoacetic acid is a 3-oxo monocarboxylic acid that is butyric acid bearing a 3-oxo substituent. It has a role as a metabolite. It is a ketone body and a 3-oxo fatty acid. It is functionally related to a butyric acid. It is a conjugate acid of an acetoacetate. It is a tautomer of a 3-hydroxy-3-butenoic acid.
97,418.0,11,7,4,"3,5-dihydroxy-2-(hydroxymethyl)-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-4-one",-4.3,C12H20O11,340.28,C(C1C(C(C(C(O1)O)O)O)OC2C(C(=O)C(C(O2)CO)O)O)O,186.0,0,23,
98,98.4,4,2,2,2-oxo-3-sulfanylpropanoic acid,0.0,C3H4O3S,120.13,C(C(=O)C(=O)O)S,55.4,0,7,"3-mercaptopyruvic acid is a 2-oxo monocarboxylic acid that is pyruvic acid substituted by a sulfanyl group at position 3. It has a role as a human metabolite, an Escherichia coli metabolite, a mouse metabolite and an antidote to cyanide poisoning. It is a 2-oxo monocarboxylic acid and a thiol. It is functionally related to a pyruvic acid. It is a conjugate acid of a 3-mercaptopyruvate."
99,1500.0,22,9,21,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-methylbut-2-enethioate",,C26H42N7O17P3S,849.6,CC(=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C,389.0,0,54,
100,1240.0,3,2,24,"4-hydroxy-3-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)benzoic acid",16.0,C47H70O3,683.1,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=C(C=CC(=C1)C(=O)O)O)C)C)C)C)C)C)C)C,57.5,0,50,
101,101.0,2,1,1,3-hydroxybenzaldehyde,,C7H6O2,122.12,C1=CC(=CC(=C1)O)C=O,37.3,0,9,3-hydroxybenzaldehyde is a hydroxybenzaldehyde carrying a hydroxy substituent at position 3.
102,83.0,2,2,1,3-(hydroxymethyl)phenol,,C7H8O2,124.14,C1=CC(=CC(=C1)O)CO,40.5,0,9,
103,2260.0,25,11,24,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 4-(7,12-dihydroxy-10,13-dimethyl-3-oxo-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl)pentanethioate",-2.3,C45H72N7O20P3S,1156.1,CC(CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C4CCC5C4(C(CC6C5C(CC7C6(CCC(=O)C7)C)O)O)C,446.0,0,76,
104,204.0,4,1,2,2-(2-oxo-3H-furan-5-yl)acetic acid,-0.3,C6H6O4,142.11,C1C=C(OC1=O)CC(=O)O,63.6,0,10,
105,214.0,7,3,4,2-oxo-3-phosphonooxypropanoic acid,-2.1,C3H5O7P,184.04,C(C(=O)C(=O)O)OP(=O)(O)O,121.0,0,11,3-phosphonooxypyruvic acid is a carboxyalkyl phosphate that is pyruvic acid substituted at position 3 by a 3-phosphonooxy group. It is functionally related to a pyruvic acid. It is a conjugate acid of a 3-phosphonatooxypyruvate(3-).
106,186.0,7,4,4,2-amino-3-phosphonooxypropanoic acid,-5.1,C3H8NO6P,185.07,C(C(C(=O)O)N)OP(=O)(O)O,130.0,0,11,"O-phosphoserine is a serine derivative that is serine substituted at the oxygen atom by a phosphono group. It has a role as a human metabolite. It is a non-proteinogenic alpha-amino acid, a serine derivative and an O-phosphoamino acid. It is a conjugate acid of an O-phosphonatooxyserine(2-)."
107,126.0,2,1,3,3-phenylpropanoic acid,,C9H10O2,150.17,C1=CC=C(C=C1)CCC(=O)O,37.3,0,11,"3-phenylpropionic acid is a monocarboxylic acid that is propionic acid substituted at position 3 by a phenyl group. It has a role as an antifungal agent, a human metabolite and a plant metabolite. It is a monocarboxylic acid and a member of benzenes. It is functionally related to a propionic acid. It is a conjugate acid of a 3-phenylpropionate."
108,125.0,3,1,2,2-pyridin-3-ylacetic acid,,C7H7NO2,137.14,C1=CC(=CN=C1)CC(=O)O,50.2,0,10,3-pyridylacetic acid is a monocarboxylic acid that is acetic acid substituted by a (pyridin-3-yl) group. It is a metabolite of nicotine and other tobacco alkaloids. It has a role as a human xenobiotic metabolite. It is a member of pyridines and a monocarboxylic acid.
109,136.0,6,3,3,2-amino-3-sulfinopropanoic acid,-4.2,C3H7NO4S,153.16,C(C(C(=O)O)N)S(=O)O,120.0,0,9,
110,162.0,6,2,3,2-oxo-3-sulfinopropanoic acid,-1.0,C3H4O5S,152.13,C(C(=O)C(=O)O)S(=O)O,111.0,0,9,"3-sulfinylpyruvic acid is a pyruvic acid compound having a 3-sulfinyl substituent. It has a role as a human metabolite and a mouse metabolite. It is a sulfur-containing carboxylic acid, an organosulfinic acid and a 2-oxo monocarboxylic acid. It is functionally related to a pyruvic acid. It is a conjugate acid of a 3-sulfinatopyruvate(2-)."
111,123.0,3,3,3,3-(carbamoylamino)propanoic acid,-1.5,C4H8N2O3,132.12,C(CNC(=O)N)C(=O)O,92.4,0,9,N-carbamoyl-beta-alanine is a beta-alanine derivative that is propionic acid bearing a ureido group at position 3. It has a role as a metabolite and a mouse metabolite. It is functionally related to a propionic acid. It is a conjugate acid of a N-carbamoyl-beta-alaninate.
112,247.0,8,3,4,3-hydroxy-2-oxo-4-phosphonooxybutanoate,-2.1,C4H6O8P-,213.06,C(C(C(=O)C(=O)[O-])O)OP(=O)(O)O,144.0,-1,13,
113,253.0,8,4,5,3-hydroxy-2-oxo-4-phosphonooxybutanoic acid,-2.7,C4H7O8P,214.07,C(C(C(=O)C(=O)O)O)OP(=O)(O)O,141.0,0,13,
114,147.0,3,1,4,4-pyridin-3-ylbutanoic acid,,C9H11NO2,165.19,C1=CC(=CN=C1)CCCC(=O)O,50.2,0,12,
115,242.0,8,5,2,"(5-amino-3,4-dihydroxyoxan-2-yl) dihydrogen phosphate",-6.2,C5H12NO7P,229.13,C1C(C(C(C(O1)OP(=O)(O)O)O)O)N,142.0,0,14,
116,396.0,6,3,4,"4-amino-3-(1-carboxyethenoxy)cyclohexa-1,5-diene-1-carboxylic acid",-2.3,C10H11NO5,225.2,C=C(C(=O)O)OC1C=C(C=CC1N)C(=O)O,110.0,0,16,
117,127.0,4,3,1,4-amino-1H-imidazole-5-carboxylic acid,0.1,C4H5N3O2,127.1,C1=NC(=C(N1)C(=O)O)N,92.0,0,9,
118,36.5,2,1,3,4-aminobutanal,-0.9,C4H9NO,87.12,C(CC=O)CN,43.1,0,6,
119,62.7,3,2,3,4-aminobutanoic acid,,C4H9NO2,103.12,C(CC(=O)O)CN,63.3,0,7,
120,236.0,4,1,1,2-(5-oxofuran-2-ylidene)acetic acid,0.0,C6H4O4,140.09,C1=CC(=O)OC1=CC(=O)O,63.6,0,10,
121,885.0,14,8,11,"[[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] (2,3,4-trihydroxy-3-methylbutyl) hydrogen phosphate",,C14H25N3O14P2,521.31,CC(CO)(C(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)O)O,271.0,0,33,
122,301.0,6,2,6,"4,6-dioxooct-2-enedioic acid",-0.7,C8H8O6,200.14,C(C(=O)CC(=O)O)C(=O)C=CC(=O)O,109.0,0,14,
123,139.0,2,3,4,4-(diaminomethylideneamino)butanamide,-2.1,C5H12N4O,144.18,C(CC(=O)N)CN=C(N)N,107.0,0,10,
124,129.0,4,2,3,4-hydroxy-2-oxopentanoic acid,-0.6,C5H8O4,132.11,CC(CC(=O)C(=O)O)O,74.6,0,9,
125,75.0,2,2,1,4-(hydroxymethyl)phenol,,C7H8O2,124.14,C1=CC(=CC=C1CO)O,40.5,0,9,
126,93.1,2,1,1,4-hydroxybenzaldehyde,,C7H6O2,122.12,C1=CC(=CC=C1C=O)O,37.3,0,9,
127,136.0,3,2,2,2-(4-hydroxyphenyl)acetic acid,,C8H8O3,152.15,C1=CC(=CC=C1CC(=O)O)O,57.5,0,11,
128,212.0,4,2,3,"3-(5-oxo-1,4-dihydroimidazol-4-yl)propanoic acid",-0.9,C6H8N2O3,156.14,C1=NC(C(=O)N1)CCC(=O)O,78.8,0,11,
129,48.1,1,0,3,4-methylpentanal,1.3,C6H12O,100.16,CC(C)CCC=O,17.1,0,7,
130,319.0,8,4,6,"2-hydroxy-4-oxobutane-1,2,4-tricarboxylic acid",,C7H8O8,220.13,C(C(=O)C(=O)O)C(CC(=O)O)(C(=O)O)O,149.0,0,15,
131,376.0,8,5,8,"3-[(2-hydroxy-3,3-dimethyl-4-phosphonooxybutanoyl)amino]propanoic acid",-2.2,C9H18NO8P,299.21,CC(C)(COP(=O)(O)O)C(C(=O)NCCC(=O)O)O,153.0,0,19,
132,537.0,10,7,11,"2-[3-[(2-hydroxy-3,3-dimethyl-4-phosphonooxybutanoyl)amino]propanoylamino]-3-sulfanylpropanoic acid",-2.5,C12H23N2O9PS,402.36,CC(C)(COP(=O)(O)O)C(C(=O)NCCC(=O)NC(CS)C(=O)O)O,183.0,0,25,
133,83.4,1,0,4,trimethyl(4-oxobutyl)azanium,0.1,C7H16NO+,130.21,C[N+](C)(C)CCCC=O,17.1,1,9,4-trimethylammoniobutanal is a member of butanals. It has a role as a mouse metabolite and a human metabolite.
134,115.0,2,1,4,3-carboxypropyl(trimethyl)azanium,0.1,C7H16NO2+,146.21,C[N+](C)(C)CCCC(=O)O,37.3,1,10,"4-(trimethylammonio)butanoic acid is a quaternary ammonium ion that is the conjugate acid of 4-(trimethylammonio)butanoate. It has a role as a human metabolite, an Escherichia coli metabolite and a mouse metabolite. It is a conjugate acid of a 4-(trimethylammonio)butanoate."
135,125.0,3,2,1,4-hydroxybenzoic acid,,C7H6O3,138.12,C1=CC(=CC=C1C(=O)O)O,57.5,0,10,4-hydroxybenzoic acid is a monohydroxybenzoic acid that is benzoic acid carrying a hydroxy substituent at C-4 of the benzene ring. It has a role as a plant metabolite and an algal metabolite. It is a conjugate acid of a 4-hydroxybenzoate.
137,121.0,4,2,4,5-amino-4-oxopentanoic acid,-3.8,C5H9NO3,131.13,C(CC(=O)O)C(=O)CN,80.4,0,9,"5-aminolevulinic acid is the simplest delta-amino acid in which the hydrogens at the gamma position are replaced by an oxo group. It is metabolised to protoporphyrin IX, a photoactive compound which accumulates in the skin. Used (in the form of the hydrochloride salt)in combination with blue light illumination for the treatment of minimally to moderately thick actinic keratosis of the face or scalp. It has a role as a photosensitizing agent, an antineoplastic agent, a dermatologic drug, a prodrug, a plant metabolite, a human metabolite, a Saccharomyces cerevisiae metabolite, an Escherichia coli metabolite and a mouse metabolite. It is a delta-amino acid and a 4-oxo monocarboxylic acid. It is functionally related to a 4-oxopentanoic acid. It is a conjugate base of a 5-ammoniolevulinic acid. It is a conjugate acid of a 5-aminolevulinate. It is a tautomer of a 5-ammoniolevulinate."
138,72.8,3,2,4,5-aminopentanoic acid,,C5H11NO2,117.15,C(CCN)CC(=O)O,63.3,0,8,5-aminopentanoic acid is a delta-amino acid comprising pentanoic acid with an amino substituent at C-5; a methylene homologue of gamma-aminobutyric acid (GABA) that is a weak GABA agonist. It has a role as a human metabolite. It is a delta-amino acid and an omega-amino fatty acid. It is functionally related to a valeric acid. It is a conjugate acid of a 5-aminopentanoate. It is a tautomer of a 5-aminopentanoic acid zwitterion.
139,605.0,3,3,5,"10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthrene-3,7,12-triol",6.7,C27H48O3,420.7,CC(C)CCCC(C)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,60.7,0,30,
140,624.0,4,4,6,"17-(7-hydroxy-6-methylheptan-2-yl)-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthrene-3,7,12-triol",5.3,C27H48O4,436.7,CC(CCCC(C)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C)CO,80.9,0,31,27-Deoxy-5alpha-cyprinol is a bile acid.
141,958.0,16,7,8,"(3,4-dihydroxy-5-oxooxan-2-yl) [[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] hydrogen phosphate",-6.1,C14H20N2O16P2,534.26,C1C(=O)C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)O)O,268.0,0,34,
142,320.0,7,3,1,"2-(6-aminopurin-9-yl)-5-methyloxolane-3,4-diol",,C10H13N5O3,251.24,CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,119.0,0,18,
144,272.0,4,4,3,2-amino-3-(5-hydroxy-1H-indol-3-yl)propanoic acid,,C11H12N2O3,220.22,C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N,99.3,0,16,
145,233.0,7,4,5,"2,3-dihydroxy-5-oxohexanedioic acid",-2.1,C6H8O7,192.12,C(C(C(C(=O)O)O)O)C(=O)C(=O)O,132.0,0,13,
149,352.0,8,3,3,"2-(6-aminopurin-9-yl)-5-(methylsulfanylmethyl)oxolane-3,4-diol",,C11H15N5O3S,297.34,CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,145.0,0,20,
150,242.0,8,5,3,"(5-amino-3,4-dihydroxyoxolan-2-yl)methyl dihydrogen phosphate",-6.2,C5H12NO7P,229.13,C(C1C(C(C(O1)N)O)O)OP(=O)(O)O,142.0,0,14,
151,399.0,9,6,6,"[5-[(2-formamidoacetyl)amino]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",-4.3,C8H15N2O9P,314.19,C(C1C(C(C(O1)NC(=O)CNC=O)O)O)OP(=O)(O)O,175.0,0,20,
152,346.0,9,6,5,"[5-[(2-aminoacetyl)amino]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",-6.8,C7H15N2O8P,286.18,C(C1C(C(C(O1)NC(=O)CN)O)O)OP(=O)(O)O,172.0,0,18,
153,366.0,9,5,4,"[5-(5-aminoimidazol-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",-3.6,C8H14N3O7P,295.19,C1=C(N(C=N1)C2C(C(C(O2)COP(=O)(O)O)O)O)N,160.0,0,19,
154,413.0,9,6,6,"[5-[(1-amino-2-formamidoethylidene)amino]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",-4.6,C8H16N3O8P,313.2,C(C1C(C(C(O1)N=C(CNC=O)N)O)O)OP(=O)(O)O,184.0,0,20,
155,207.0,4,4,2,4-(carbamoylamino)-1H-imidazole-5-carboxylic acid,-0.6,C5H6N4O3,170.13,C1=NC(=C(N1)C(=O)O)NC(=O)N,121.0,0,12,
156,116.0,4,2,0,"5,6,7,8-tetrahydropteridine",0.3,C6H8N4,136.15,C1CNC2=NC=NC=C2N1,49.8,0,10,
157,201.0,7,5,5,"2,3,4,6-tetrahydroxy-5-oxohexanoic acid",-3.0,C6H10O7,194.14,C(C(=O)C(C(C(C(=O)O)O)O)O)O,135.0,0,13,
158,469.0,5,3,12,7-[3-hydroxy-2-(3-hydroxyoct-1-enyl)-5-oxocyclopentyl]hept-5-enoic acid,,C20H32O5,352.5,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O,94.8,0,25,
159,484.0,5,3,10,"5-[5-hydroxy-4-(3-hydroxyoct-1-enyl)-3,3a,4,5,6,6a-hexahydrocyclopenta[b]furan-2-ylidene]pentanoic acid",2.9,C20H32O5,352.5,CCCCCC(C=CC1C(CC2C1CC(=CCCCC(=O)O)O2)O)O,87.0,0,25,
160,432.0,5,4,12,"7-[3,5-dihydroxy-2-(3-hydroxyoct-1-enyl)cyclopentyl]hept-5-enoic acid",,C20H34O5,354.5,CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O,98.0,0,25,
161,887.0,16,9,9,"[[3-(2-amino-4-oxo-4a,7,8,8a-tetrahydro-3H-pteridin-6-yl)-2,3-dihydroxypropoxy]-hydroxyphosphoryl] phosphono hydrogen phosphate",-9.6,C9H18N5O13P3,497.19,C1C(=NC2C(N1)N=C(NC2=O)N)C(C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,292.0,0,30,
162,318.0,5,2,1,"6-amino-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",,C8H12N2O3S,216.26,CC1(C(N2C(S1)C(C2=O)N)C(=O)O)C,109.0,0,14,
163,1560.0,24,10,26,"7-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-7-oxoheptanoic acid",-5.0,C28H46N7O19P3S,909.7,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCCCCC(=O)O)O,426.0,0,58,
164,232.0,5,2,5,2-amino-6-diazo-5-oxohexanoic acid,,C6H9N3O3,171.15,C(CC(=O)C=[N+]=[N-])C(C(=O)O)N,82.4,0,12,2-amino-6-diazo-5-oxohexanoic acid is an organic molecular entity.
165,240.0,5,3,4,"5-amino-2,6-dihydroxy-6-oxohex-1-ene-1-diazonium",-2.2,C6H10N3O3+,172.16,C(CC(=C[N+]#N)O)C(C(=O)O)N,112.0,1,12,
166,419.0,6,4,2,"1-(2-amino-4-oxo-4a,5,6,7,8,8a-hexahydro-3H-pteridin-6-yl)propane-1,2-dione",-3.0,C9H13N5O3,239.23,CC(=O)C(=O)C1CNC2C(N1)C(=O)NC(=N2)N,126.0,0,17,
167,259.0,2,0,0,"6,7-dihydropteridine",-0.9,C6H6N4,134.14,C1CN=C2C(=N1)C=NC=N2,49.4,0,10,"6,7-dihydropteridine is a member of 6,7-dihydropteridines."
168,528.0,14,9,6,"[3,4,5-trihydroxy-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-2-yl]methyl dihydrogen phosphate",-6.4,C12H23O14P,422.28,C(C1C(C(C(C(O1)O)O)O)OC2C(C(C(C(O2)COP(=O)(O)O)O)O)O)O,236.0,0,27,
169,421.0,4,3,14,"5,12-dihydroxyicosa-6,8,10,14-tetraenoic acid",4.1,C20H32O4,336.5,CCCCCC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O,77.8,0,24,
172,643.0,1,1,5,"10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,9,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol",8.0,C27H44O,384.6,CC(C)CCCC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C,20.2,0,28,
173,180.0,4,2,7,8-amino-7-oxononanoic acid,-2.2,C9H17NO3,187.24,CC(C(=O)CCCCCC(=O)O)N,80.4,0,13,8-amino-7-oxononanoic acid is the 8-amino-7-oxo derivative of nonanoic acid. It has a role as a Saccharomyces cerevisiae metabolite. It is a 7-oxo monocarboxylic acid and an amino acid. It is functionally related to a nonanoic acid. It is a conjugate acid of an 8-amino-7-oxononanoate. It is a tautomer of an 8-amino-7-oxononanoic acid zwitterion.
174,6.0,2,2,1,"ethane-1,2-diol",,C2H6O2,62.07,C(CO)O,40.5,0,4,
175,25.5,2,0,0,acetate,0.4,C2H3O2-,59.04,CC(=O)[O-],40.1,-1,4,
176,31.0,2,1,0,acetic acid,-0.2,C2H4O2,60.05,CC(=O)O,37.3,0,4,"Acetic acid is a simple monocarboxylic acid containing two carbons. It has a role as a protic solvent, a food acidity regulator, an antimicrobial food preservative and a Daphnia magna metabolite. It is a conjugate acid of an acetate."
177,10.3,1,0,0,acetaldehyde,-0.3,C2H4O,44.05,CC=O,17.1,0,3,"Acetaldehyde is the aldehyde formed from acetic acid by reduction of the carboxy group. It is the most abundant carcinogen in tobacco smoke. It has a role as a human metabolite, an EC 3.5.1.4 (amidase) inhibitor, a carcinogenic agent, a mutagen, a teratogenic agent, an oxidising agent, an electron acceptor, a Saccharomyces cerevisiae metabolite, an Escherichia coli metabolite and a mouse metabolite."
178,33.0,1,1,0,acetamide,-0.9,C2H5NO,59.07,CC(=O)N,43.1,0,4,"Acetamide is a member of the class of acetamides that results from the formal condensation of acetic acid with ammonia. It is a monocarboxylic acid amide, a N-acylammonia and a member of acetamides. It is a tautomer of an acetimidic acid."
179,58.6,2,1,1,3-hydroxybutan-2-one,-0.3,C4H8O2,88.11,CC(C(=O)C)O,37.3,0,6,Acetoin is a methyl ketone that is butan-2-one substituted by a hydroxy group at position 3. It has a role as a metabolite. It is a methyl ketone and a secondary alpha-hydroxy ketone.
180,26.3,1,0,0,propan-2-one,-0.1,C3H6O,58.08,CC(=O)C,17.1,0,4,"Acetone is a methyl ketone that consists of propane bearing an oxo group at C2. It has a role as a polar aprotic solvent, a human metabolite and an EC 3.5.1.4 (amidase) inhibitor. It is a methyl ketone, a ketone body, a volatile organic compound and a member of propanones."
181,1380.0,22,9,20,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] ethanethioate",,C23H38N7O17P3S,809.6,CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,389.0,0,51,
182,2260.0,12,6,39,"[3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] [hydroxy(3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaenoxy)phosphoryl] hydrogen phosphate",15.8,C63H105NO12P2,1130.5,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)OC1C(C(C(C(O1)CO)O)O)NC(=O)C)C)C)C)C)C)C)C)C)C)C)C,201.0,0,78,
183,2710.0,17,9,43,"[3-acetamido-5-[3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-hydroxy-6-(hydroxymethyl)oxan-2-yl] [hydroxy(3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaenoxy)phosphoryl] hydrogen phosphate",13.7,C71H118N2O17P2,1333.6,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)OC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)NC(=O)C)O)NC(=O)C)C)C)C)C)C)C)C)C)C)C)C,289.0,0,92,
184,460.0,9,7,6,"4-[[3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]amino]-2-amino-4-oxobutanoic acid",-5.7,C12H21N3O8,335.31,CC(=O)NC1C(C(C(OC1NC(=O)CC(C(=O)O)N)CO)O)O,191.0,0,23,
185,225.0,5,3,5,2-acetamidopentanedioic acid,,C7H11NO5,189.17,CC(=O)NC(CCC(=O)O)C(=O)O,104.0,0,13,Acetyl-Glu is a glutamic acid derivative.
186,133.0,5,2,2,phosphono acetate,-1.5,C2H5O5P,140.03,CC(=O)OP(=O)(O)O,83.8,0,8,"Acetyl dihydrogen phosphate is an acyl monophosphate in which the acyl group specified is acetyl. It has a role as an Escherichia coli metabolite, a human metabolite and a mouse metabolite. It is a conjugate acid of an acetyl phosphate(1-)."
187,115.0,2,0,4,2-acetyloxyethyl(trimethyl)azanium,0.2,C7H16NO2+,146.21,CC(=O)OCC[N+](C)(C)C,26.3,1,10,"Acetylcholine is actylcholine is an ester of acetic acid and choline, which acts as a neurotransmitter. It has a role as a vasodilator agent, a muscarinic agonist, a hormone, a human metabolite, a mouse metabolite and a neurotransmitter. It is an acetate ester and an acylcholine."
188,475.0,12,7,6,"[3,4-dihydroxy-6-(hydroxymethyl)-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl] acetate",-4.2,C14H24O12,384.33,CC(=O)OC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O,196.0,0,26,
189,145.0,5,2,4,3-acetyloxy-2-aminopropanoic acid,-3.5,C5H9NO4,147.13,CC(=O)OCC(C(=O)O)N,89.6,0,10,
